year,manufacturer,make,make/model,thefts,production,rate,type
2012,AUDI,AUDI,TT,0,2259,0.00,Car
2009,VOLVO,VOLVO,XC 90,0,6806,0.00,MPV
2009,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,714,0.00,Car
2011,HONDA,ACURA,RL,0,0,0.00,Car
2010,VOLVO,VOLVO,C30,0,1536,0.00,Car
2014,PORSCHE,PORSCHE,boxster,0,4316,0.00,Car
2009,GENERAL MOTORS,CADILLAC,XLR,0,858,0.00,Car
2011,KIA,KIA,rondo,0,109,0.00,Car
2008,MAZDA,MAZDA,b series pickup,0,1884,0.00,Truck
2014,NISSAN,NISSAN,gt-r,0,1547,0.00,Car
2011,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,317,0.00,Car
2012,ROLLS ROYCE,ROLLS ROYCE,ghost,0,764,0.00,Car
2006,HONDA,HONDA,insight,0,803,0.00,Car
2011,LOTUS,LOTUS,evora,0,347,0.00,Car
2012,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,1275,0.00,Car
2014,MCLAREN,MCLAREN,mp4-12c,0,236,0.00,Car
2014,PAGANI,PAGANI,huayra,0,24,0.00,Car
2010,JAGUAR LAND ROVER,JAGUAR,xj,0,68,0.00,Car
2004,SAAB,SAAB,9-7x,0,1998,0.00,Car
2005,MASERATI,MASERATI,gransport,0,490,0.00,Car
2014,ASTON MARTIN,ASTON MARTIN,DB9,0,335,0.00,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,f-cell,0,44,0.00,Car
2013,FERRARI,FERRARI,ff,0,103,0.00,Car
2014,FERRARI,FERRARI,laferrari,0,50,0.00,Car
2008,JAGUAR LAND ROVER,JAGUAR,x-type,0,807,0.00,Car
2010,AUDI,AUDI,S6,0,140,0.00,Car
2012,AUDI,AUDI,TT,0,2259,0.00,Car
2004,LAMBORGHINI,LAMBORGHINI,l-147/148,0,121,0.00,Car
2005,FERRARI,FERRARI,scaglietti/f1,0,228,0.00,Car
2012,ASTON MARTIN,ASTON MARTIN,DB9,0,47,0.00,Car
2007,BENTLEY MOTORS,BENTLEY MOTORS,ARNAGE,0,140,0.00,Car
2008,FERRARI,FERRARI,141,0,324,0.00,Car
2013,LAMBORGHINI,LAMBORGHINI,gallardo,0,449,0.00,Car
2009,LOTUS,LOTUS,elise,0,120,0.00,Car
2009,MAZDA,MAZDA,mx-5 miata,0,4293,0.00,Car
2009,MITSUBISHI,MITSUBISHI,endeavor,0,50,0.00,MPV
2004,ROLLS ROYCE,ROLLS ROYCE,phantom,0,489,0.00,Car
2010,TESLA,TESLA,roadster,0,278,0.00,Car
2014,JAGUAR LAND ROVER,LAND ROVER,LR2,0,2383,0.00,MPV
2009,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,330,0.00,Car
2009,JAGUAR LAND ROVER,LAND ROVER,VANDEN PLAS/SUPER V8,0,326,0.00,Car
2011,TOYOTA,LEXUS,SC,0,0,0.00,Car
2014,MASERATI,MASERATI,granturismo,0,2252,0.00,Car
2010,NISSAN,INFINITI,FX50,0,460,0.00,MPV
2012,FERRARI,FERRARI,458,0,685,0.00,Car
2014,HYUNDAI,HYUNDAI,equus,0,4638,0.00,Car
2011,BMW,BMW,x5,0,0,0.00,MPV
2012,BMW,BMW,z4,0,2203,0.00,Car
2013,FERRARI,FERRARI,f12berlinetta,0,56,0.00,Car
2004,ASTON MARTIN,ASTON MARTIN,VANQUISH,0,79,0.00,Car
2010,AUDI,AUDI,A8,0,649,0.00,Car
2004,FERRARI,FERRARI,CHALLENGE,0,328,0.00,Car
2008,SALEEN,SALEEN,s281/h302,0,370,0.00,Car
2009,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,0,930,0.00,Car
2006,LAMBORGHINI,LAMBORGHINI,gallardo,0,392,0.00,Car
2013,MAZDA,MAZDA,mx-5 miata,0,5697,0.00,Car
2009,MERCEDES-BENZ,MERCEDES-BENZ,slr-class,0,69,0.00,Car
2008,ROLLS ROYCE,ROLLS ROYCE,phantom,0,378,0.00,Car
2010,SUZUKI,SUZUKI,equator pickup,0,1230,0.00,Truck
2011,VOLVO,VOLVO,XC 70,0,0,0.00,MPV
2014,JAGUAR LAND ROVER,JAGUAR,XK,0,1294,0.00,Car
2014,HONDA,HONDA,fit,0,599,0.00,Car
2010,ASTON MARTIN,ASTON MARTIN,DB9,0,68,0.00,Car
2009,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,66,0.00,Car
2009,FERRARI,FERRARI,430,0,605,0.00,Car
2009,MERCEDES-BENZ,MERCEDES-BENZ,maybach 57,0,27,0.00,Car
2013,ROLLS ROYCE,ROLLS ROYCE,phantom,0,254,0.00,Car
2007,SPYKER,SPYKER,c8,0,7,0.00,Car
2010,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,529,0.00,Car
2009,GENERAL MOTORS,PONTIAC,G3,0,6237,0.00,Car
2008,MASERATI,MASERATI,granturismo,0,1465,0.00,Car
2012,PORSCHE,PORSCHE,cayman,0,1022,0.00,Car
2010,BMW,BMW,m5,0,386,0.00,Car
2012,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,210,0.00,Car
2013,ROLLS ROYCE,ROLLS ROYCE,ghost,0,605,0.00,Car
2012,LOTUS,LOTUS,evora,0,146,0.00,Car
2013,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,228,0.00,Car
2014,LAMBORGHINI,LAMBORGHINI,aventador,0,317,0.00,Car
2014,BMW,BMW,i8,0,768,0.00,Car
2014,AUDI,AUDI,S6,0,1309,0.00,Car
2007,MASERATI,MASERATI,quattroporte,0,2176,0.00,Car
2008,LOTUS,LOTUS,exige,0,123,0.00,Car
2008,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,67,0.00,Car
2010,ROLLS ROYCE,ROLLS ROYCE,phantom,0,281,0.00,Car
2012,SUZUKI,SUZUKI,equator pickup,0,2392,0.00,Truck
2013,VOLVO,VOLVO,XC 70,0,4962,0.00,MPV
2014,MERCEDES-BENZ,MERCEDES-BENZ,cl-class,0,298,0.00,Car
2010,SAAB,SAAB,43713,0,644,0.00,Car
2012,PORSCHE,PORSCHE,boxster,0,754,0.00,Car
2007,VOLVO,VOLVO,V 70,0,3899,0.00,Car
2010,ASTON MARTIN,ASTON MARTIN,DBS,0,169,0.00,Car
2010,FERRARI,FERRARI,599,0,153,0.00,Car
2014,LOTUS,LOTUS,evora,0,280,0.00,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,f-cell,0,44,0.00,Car
2013,FERRARI,FERRARI,ff,0,103,0.00,Car
2014,FERRARI,FERRARI,laferrari,0,50,0.00,Car
2008,JAGUAR LAND ROVER,JAGUAR,x-type,0,807,0.00,Car
2010,AUDI,AUDI,S6,0,140,0.00,Car
2012,AUDI,AUDI,TT,0,2259,0.00,Car
2004,LAMBORGHINI,LAMBORGHINI,l-147/148,0,121,0.00,Car
2005,FERRARI,FERRARI,scaglietti/f1,0,228,0.00,Car
2009,VOLVO,VOLVO,XC 70,0,4614,0.00,MPV
2009,JAGUAR LAND ROVER,JAGUAR,XK,0,903,0.00,Car
2009,NISSAN,INFINITI,EX35,0,2169,0.00,Car
2011,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,488,0.00,Car
2006,SAAB,SAAB,43713,0,11620,0.00,Car
2008,PORSCHE,PORSCHE,boxster,0,4067,0.00,Car
2009,GENERAL MOTORS,SATURN,ASTRA,0,851,0.00,Car
2008,FORD MOTOR CO,FORD,SHELBY GT,0,3244,0.00,Car
2004,QUANTUM TECHNOLOGY,CHEVROLET,CAVALIER,0,391,0.00,Car
2008,BUGATTI,BUGATTI,VEYRON,0,18,0.00,Car
2012,BENTLEY MOTORS,BENTLEY MOTORS,MULSANNE,0,233,0.00,Car
2013,MITSUBISHI,MITSUBISHI,i-miev,0,1435,0.00,Car
2012,ASTON MARTIN,ASTON MARTIN,VIRAGE,0,302,0.00,Car
2012,NISSAN,NISSAN,leaf,0,11460,0.00,Car
2012,CODA AUTOMOTIVE,CODA,CODA,0,115,0.00,Car
2014,ASTON MARTIN,ASTON MARTIN,VANQUISH,0,480,0.00,Car
2011,MASERATI,MASERATI,quattroporte,0,635,0.00,Car
2007,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,184,0.00,Car
2007,FERRARI,FERRARI,430,0,1382,0.00,Car
2010,HYUNDAI,HYUNDAI,azera,0,1121,0.00,Car
2010,AUDI,AUDI,S6,0,140,0.00,Car
2012,AUDI,AUDI,TT,0,2259,0.00,Car
2004,LAMBORGHINI,LAMBORGHINI,l-147/148,0,121,0.00,Car
2005,FERRARI,FERRARI,scaglietti/f1,0,228,0.00,Car
2012,ASTON MARTIN,ASTON MARTIN,DB9,0,47,0.00,Car
2007,BENTLEY MOTORS,BENTLEY MOTORS,ARNAGE,0,140,0.00,Car
2008,FERRARI,FERRARI,141,0,324,0.00,Car
2013,LAMBORGHINI,LAMBORGHINI,gallardo,0,449,0.00,Car
2009,LOTUS,LOTUS,elise,0,120,0.00,Car
2004,ROLLS ROYCE,ROLLS ROYCE,phantom,0,489,0.00,Car
2010,TESLA,TESLA,roadster,0,278,0.00,Car
2014,JAGUAR LAND ROVER,LAND ROVER,LR2,0,2383,0.00,MPV
2009,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,330,0.00,Car
2009,JAGUAR LAND ROVER,LAND ROVER,VANDEN PLAS/SUPER V8,0,326,0.00,Car
2014,BMW,BMW,x5,0,35853,0.00,MPV
2014,FERRARI,FERRARI,f12berlinetta,0,344,0.00,Car
2005,ASTON MARTIN,ASTON MARTIN,VANQUISH,0,165,0.00,Car
2007,CHRYSLER,CHRYSLER,CROSSFIRE,0,3412,0.00,Car
2008,ALFA ROMEO,ALFA ROMEO,8C,0,84,0.00,Car
2013,FERRARI,FERRARI,CALIFORNIA,0,504,0.00,Car
2011,ROLLS ROYCE,ROLLS ROYCE,ghost,0,854,0.00,Car
2005,HONDA,HONDA,insight,0,591,0.00,Car
2013,ASTON MARTIN,ASTON MARTIN,v8 Vantage,0,236,0.00,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,863,0.00,Car
2013,MCLAREN,MCLAREN,mp4-12c,0,412,0.00,Car
2014,ROLLS ROYCE,ROLLS ROYCE,wraith,0,432,0.00,Car
2009,JAGUAR LAND ROVER,JAGUAR,xjr,0,11,0.00,Car
2005,NISSAN,NISSAN,armada,0,34803,0.00,MPV
2011,KIA,KIA,borrego,0,14,0.00,MPV
2007,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,184,0.00,Car
2007,FERRARI,FERRARI,430,0,1382,0.00,Car
2010,HYUNDAI,HYUNDAI,azera,0,1121,0.00,Car
2009,LAMBORGHINI,LAMBORGHINI,gallardo,0,281,0.00,Car
2009,LOTUS,LOTUS,exige,0,27,0.00,Car
2010,AUDI,AUDI,R8,0,546,0.00,Car
2009,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,18,0.00,Car
2011,ROLLS ROYCE,ROLLS ROYCE,phantom,0,67,0.00,Car
2005,SPYKER,SPYKER,c8,0,7,0.00,Car
2014,VOLVO,VOLVO,XC 70,0,2267,0.00,MPV
2006,TOYOTA,TOYOTA,yaris,0,2571,0.00,Car
2012,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,1275,0.00,Car
2014,MCLAREN,MCLAREN,mp4-12c,0,236,0.00,Car
2014,PAGANI,PAGANI,huayra,0,24,0.00,Car
2010,JAGUAR LAND ROVER,JAGUAR,xj,0,68,0.00,Car
2004,SAAB,SAAB,9-7x,0,1998,0.00,Car
2005,MASERATI,MASERATI,gransport,0,490,0.00,Car
2009,ASTON MARTIN,ASTON MARTIN,DB9,0,741,0.00,Car
2008,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,127,0.00,Car
2008,FERRARI,FERRARI,430,0,1032,0.00,Car
2010,LAMBORGHINI,LAMBORGHINI,gallardo,0,190,0.00,Car
2012,AUDI,AUDI,R8,0,1272,0.00,Car
2008,MERCEDES-BENZ,MERCEDES-BENZ,maybach 57,0,76,0.00,Car
2012,ROLLS ROYCE,ROLLS ROYCE,phantom,0,53,0.00,Car
2006,SPYKER,SPYKER,c8,0,13,0.00,Car
2009,VOLVO,VOLVO,XC 90,0,6806,0.00,MPV
2014,CHRYSLER,DODGE,VIPER,0,798,0.00,Car
2013,NISSAN,INFINITI,M35h/M37/M56,0,9494,0.00,Car
2010,MAZDA,MAZDA,rx-8,0,1217,0.00,Car
2012,TOYOTA,LEXUS,HS,0,503,0.00,Car
2006,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,922,0.00,Car
2006,SPYKER,SPYKER,c8,0,13,0.00,Car
2009,VOLVO,VOLVO,XC 90,0,6806,0.00,MPV
2009,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,714,0.00,Car
2011,HONDA,ACURA,RL,0,0,0.00,Car
2010,VOLVO,VOLVO,C30,0,1536,0.00,Car
2014,PORSCHE,PORSCHE,boxster,0,4316,0.00,Car
2009,GENERAL MOTORS,CADILLAC,XLR,0,858,0.00,Car
2011,KIA,KIA,rondo,0,109,0.00,Car
2008,MAZDA,MAZDA,b series pickup,0,1884,0.00,Truck
2014,NISSAN,NISSAN,gt-r,0,1547,0.00,Car
2011,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,317,0.00,Car
2012,ROLLS ROYCE,ROLLS ROYCE,ghost,0,764,0.00,Car
2006,HONDA,HONDA,insight,0,803,0.00,Car
2011,LOTUS,LOTUS,evora,0,347,0.00,Car
2012,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,1275,0.00,Car
2014,MCLAREN,MCLAREN,mp4-12c,0,236,0.00,Car
2014,PAGANI,PAGANI,huayra,0,24,0.00,Car
2010,JAGUAR LAND ROVER,JAGUAR,xj,0,68,0.00,Car
2004,SAAB,SAAB,9-7x,0,1998,0.00,Car
2005,MASERATI,MASERATI,gransport,0,490,0.00,Car
2006,MASERATI,MASERATI,quattroporte,0,1609,0.00,Car
2006,FERRARI,FERRARI,maranello/f1,0,1392,0.00,Car
2014,ASTON MARTIN,ASTON MARTIN,DB9,0,335,0.00,Car
2009,BENTLEY MOTORS,BENTLEY MOTORS,ARNAGE,0,86,0.00,Car
2010,FERRARI,FERRARI,CALIFORNIA,0,1127,0.00,Car
2011,LOTUS,LOTUS,elise,0,232,0.00,Car
2008,ROUSH PERFORMANCE,ROUSH PERFORMANCE,rpp mustang,0,1491,0.00,Car
2014,CHRYSLER,DODGE,VIPER,0,798,0.00,Car
2013,NISSAN,INFINITI,M35h/M37/M56,0,9494,0.00,Car
2010,MAZDA,MAZDA,rx-8,0,1217,0.00,Car
2012,TOYOTA,LEXUS,HS,0,503,0.00,Car
2006,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,922,0.00,Car
2009,TOYOTA,LEXUS,SC,0,511,0.00,Car
2006,NISSAN,INFINITI,Q45,0,140,0.00,Car
2010,BMW,BMW,m6,0,523,0.00,Car
2005,HONDA,ACURA,NSX,0,249,0.00,Car
2012,ASTON MARTIN,ASTON MARTIN,DBS,0,106,0.00,Car
2010,FERRARI,FERRARI,458,0,474,0.00,Car
2011,BMW,BMW,active hybrid 7l,0,584,0.00,Car
2013,LAMBORGHINI,LAMBORGHINI,aventador,0,155,0.00,Car
2013,ASTON MARTIN,ASTON MARTIN,v8 Vantage,0,236,0.00,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,863,0.00,Car
2013,MCLAREN,MCLAREN,mp4-12c,0,412,0.00,Car
2014,ROLLS ROYCE,ROLLS ROYCE,wraith,0,432,0.00,Car
2009,JAGUAR LAND ROVER,JAGUAR,xjr,0,11,0.00,Car
2005,NISSAN,NISSAN,armada,0,34803,0.00,MPV
2011,KIA,KIA,borrego,0,14,0.00,MPV
2007,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,184,0.00,Car
2007,FERRARI,FERRARI,430,0,1382,0.00,Car
2010,HYUNDAI,HYUNDAI,azera,0,1121,0.00,Car
2009,LAMBORGHINI,LAMBORGHINI,gallardo,0,281,0.00,Car
2009,LOTUS,LOTUS,exige,0,27,0.00,Car
2010,AUDI,AUDI,R8,0,546,0.00,Car
2009,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,18,0.00,Car
2011,ROLLS ROYCE,ROLLS ROYCE,phantom,0,67,0.00,Car
2005,SPYKER,SPYKER,c8,0,7,0.00,Car
2014,VOLVO,VOLVO,XC 70,0,2267,0.00,MPV
2006,TOYOTA,TOYOTA,yaris,0,2571,0.00,Car
2008,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,967,0.00,Car
2011,SAAB,SAAB,43713,0,0,0.00,Car
2009,ROLLS ROYCE,ROLLS ROYCE,phantom,0,409,0.00,Car
2011,SUZUKI,SUZUKI,equator pickup,0,0,0.00,Truck
2014,GENERAL MOTORS,CADILLAC,ELR,0,2318,0.00,Car
2009,SAAB,SAAB,43713,0,732,0.00,Car
2011,PORSCHE,PORSCHE,boxster,0,0,0.00,Car
2010,MAZDA,MAZDA,tribute,0,4180,0.00,MPV
2006,FORD MOTOR CO,FORD,GT,0,1729,0.00,Car
2010,MITSUBISHI,MITSUBISHI,eclipse,0,793,0.00,Car
2010,MERCEDES-BENZ,MERCEDES-BENZ,cls-class,0,1352,0.00,Car
2014,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,235,0.00,Car
2014,ROLLS ROYCE,ROLLS ROYCE,ghost,0,390,0.00,Car
2013,LOTUS,LOTUS,evora,0,170,0.00,Car
2012,FERRARI,FERRARI,ff,0,259,0.00,Car
2014,HONDA,HONDA,fcx clarity,0,1,0.00,Car
2007,JAGUAR,JAGUAR,xj8/xj8l,0,1645,0.00,Car
2009,AUDI,AUDI,S6,0,100,0.00,Car
2011,AUDI,AUDI,TT,0,0,0.00,Car
2004,FERRARI,FERRARI,575m,0,127,0.00,Car
2006,SAAB,SAAB,9-7x,0,5484,0.00,MPV
2005,FERRARI,FERRARI,spider/f1,0,1093,0.00,Car
2009,GENERAL MOTORS,PONTIAC,G3,0,6237,0.00,Car
2008,MASERATI,MASERATI,granturismo,0,1465,0.00,Car
2012,PORSCHE,PORSCHE,cayman,0,1022,0.00,Car
2010,BMW,BMW,m5,0,386,0.00,Car
2012,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,210,0.00,Car
2013,ROLLS ROYCE,ROLLS ROYCE,ghost,0,605,0.00,Car
2012,LOTUS,LOTUS,evora,0,146,0.00,Car
2013,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,228,0.00,Car
2012,SAAB,SAAB,9-4x,0,26,0.00,MPV
2014,MCLAREN,MCLAREN,p1,0,43,0.00,Car
2006,MASERATI,MASERATI,gransport,0,51,0.00,Car
2014,HONDA,HONDA,fit,0,599,0.00,Car
2010,ASTON MARTIN,ASTON MARTIN,DB9,0,68,0.00,Car
2006,ASTON MARTIN,ASTON MARTIN,VANTAGE,0,161,0.00,Car
2011,FERRARI,FERRARI,CALIFORNIA,0,518,0.00,Car
2009,ROUSH PERFORMANCE,ROUSH PERFORMANCE,rpp mustang,0,395,0.00,Car
2011,VOLVO,VOLVO,V 50,0,865,0.00,Car
2005,VOLVO,VOLVO,XC 70,0,14806,0.00,MPV
2013,AUDI,AUDI,RS5,0,1545,0.00,Car
2013,NISSAN,INFINITI,EX37,0,1894,0.00,Car
2013,LAMBORGHINI,LAMBORGHINI,gallardo,0,449,0.00,Car
2009,LOTUS,LOTUS,elise,0,120,0.00,Car
2009,SPYKER,SPYKER,c8,0,18,0.00,Car
2010,CHRYSLER,DODGE,VIPER,0,384,0.00,Car
2004,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,778,0.00,Car
2007,VOLVO,VOLVO,V 70,0,3899,0.00,Car
2010,ASTON MARTIN,ASTON MARTIN,DBS,0,169,0.00,Car
2010,FERRARI,FERRARI,599,0,153,0.00,Car
2014,LOTUS,LOTUS,evora,0,280,0.00,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,f-cell,0,44,0.00,Car
2013,FERRARI,FERRARI,ff,0,103,0.00,Car
2014,FERRARI,FERRARI,laferrari,0,50,0.00,Car
2008,JAGUAR LAND ROVER,JAGUAR,x-type,0,807,0.00,Car
2010,AUDI,AUDI,S6,0,140,0.00,Car
2012,AUDI,AUDI,TT,0,2259,0.00,Car
2004,LAMBORGHINI,LAMBORGHINI,l-147/148,0,121,0.00,Car
2005,FERRARI,FERRARI,scaglietti/f1,0,228,0.00,Car
2008,ALFA ROMEO,ALFA ROMEO,8C,0,84,0.00,Car
2013,FERRARI,FERRARI,CALIFORNIA,0,504,0.00,Car
2010,HYUNDAI,HYUNDAI,veracruz,0,8344,0.00,MPV
2014,VOLVO,VOLVO,XC 70,0,2267,0.00,MPV
2006,TOYOTA,TOYOTA,yaris,0,2571,0.00,Car
2008,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,967,0.00,Car
2011,SAAB,SAAB,43713,0,0,0.00,Car
2010,GENERAL MOTORS,PONTIAC,G5,0,3,0.00,Car
2010,PORSCHE,PORSCHE,cayman,0,955,0.00,Car
2010,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,135,0.00,Car
2011,ROLLS ROYCE,ROLLS ROYCE,ghost,0,854,0.00,Car
2005,HONDA,HONDA,insight,0,591,0.00,Car
2013,ASTON MARTIN,ASTON MARTIN,v8 Vantage,0,236,0.00,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,863,0.00,Car
